,grounding,generated_text,label
144,"Slasher films are a subgenre of horror films, typically involving a violent psychopath stalking and murdering several people, usually with bladed tools. The film combines black comedy and ""whodunit"" mystery with the violence of the slasher genre to satirize the clichés of the horror movie genre popularized in films such as Halloween (1978), Friday the 13th (1980) and Craven's own A Nightmare on Elm Street (1984)",I've seen Scream a dozen times like most slasher fans have.,0
145,"Baking can be combined with grilling to produce a hybrid barbecue variant by using both methods simultaneously, or one after the other.",Wow sounds delicious. Have you ever combined baking with grilling to produce a hybrid barbecue variant?,1
146,"Baking can be combined with grilling to produce a hybrid barbecue variant by using both methods simultaneously, or one after the other.",Hybrid barbecue variant is made by grilling alone.,0
147,"Baking can be combined with grilling to produce a hybrid barbecue variant by using both methods simultaneously, or one after the other.",Grills rae really expensive pieces of instrument.,0
148,"Clowns are comic performers who employ slapstick or similar types of physical comedy, often in a mime style.","Well, they're just comic performers who use slapstick comedy. Not really much to be afraid of to be honest.",1
149,"Clowns are comic performers who employ slapstick or similar types of physical comedy, often in a mime style.",Well they are a type of performing arts from the circus. they usually dress in a mime type of like joaquin phoenix.,1
150,Its strands are thicker than those of fair hair but not as much as those of red hair.,Strands of hairs are usually thicker than those of fair hair but not as much as those with red hair.,1
151,Its strands are thicker than those of fair hair but not as much as those of red hair.,Brown hair has the thickest strands but coloring wouldn't make a difference on it.,0
152,It varies from light brown to almost black hair.,"I think brown hair look best when it's light, which is most common in Mexico.",0
153,"Besides canoes are widely used for pleasure racing, whitewater canoeing, touring and camping, freestyle, and general recreation.","Canoes are also used for racing, general recreation, and waterwater canoeing.",1
154,"Besides canoes are widely used for pleasure racing, whitewater canoeing, touring and camping, freestyle, and general recreation.",Canoes is only used for hunting.,0
155,"Besides canoes are widely used for pleasure racing, whitewater canoeing, touring and camping, freestyle, and general recreation.",They are the first sea vessels created by man.,0
156,"Macaroni and cheese—also called mac and cheese in American, Canadian, and macaroni pie in Caribbean English; and macaroni cheese in the United Kingdom—is a dish of English origin, consisting of cooked macaroni pasta and a cheese sauce, most commonly cheddar.",Macaroni and cheese is another dish of Italian origin that's great.,0
157,"Macaroni and cheese—also called mac and cheese in American, Canadian, and macaroni pie in Caribbean English; and macaroni cheese in the United Kingdom—is a dish of English origin, consisting of cooked macaroni pasta and a cheese sauce, most commonly cheddar.",I only eat macaroni and cheese because that's how most people where I live were raised.,0
158,Dog biscuits may be sold in a flat bone-shape. Dog biscuits tend to be hard and dry.,Chewing dry hatd thing can ruin the bakery somehow? The biscuit usually are put in the flat bone shape.,1
159,Dog biscuits tend to be hard and dry. Dog biscuits may be sold in a flat bone-shape.,Chewing dry hatd thing can reduce the texture somehow since this biscuit usually are baked in a flat round shape.,0
160,Dog biscuits may be sold in a flat bone-shape. Dog biscuits tend to be hard and dry.,Chewing dry hard thing can clean the teeth somehow. Dog biscuit usually are sold in a flat bone shape.,1
161,Dog biscuits may be sold in a flat bone-shape. Dog biscuits tend to be hard and dry.,Chewing dry hard thing can hurt the dog somehow. Dog biscuit usually are sold in a flat chees shape.,0
162,"The Falcon Heavy will only be able to deliver this mass when it is fully expended; the maximum mass to geostationary transfer orbit (GTO) with first stage and side booster recovery is 8,000 kilograms (17,637 lb), compared to for a recoverable Falcon 9.","Well I hope you don't bring too much luggage. The Falcon Heavy rocket can only get 8,000 kilograms to Geostationary Orbit.",1
163,"The Falcon Heavy will only be able to deliver this mass when it is fully expended; the maximum mass to geostationary transfer orbit (GTO) with first stage and side booster recovery is 8,000 kilograms (17,637 lb), compared to for a recoverable Falcon 9.","Well I hope you don't bring too much luggage. The Falcon Heavy rocket can only get 5,000 kilograms to Geostationary Orbit.",0
164,"The Falcon Heavy will only be able to deliver this mass when it is fully expended; the maximum mass to geostationary transfer orbit (GTO) with first stage and side booster recovery is 8,000 kilograms (17,637 lb), compared to for a recoverable Falcon 9.",We might be able to go with Taylor Swift since she is planning a trip to space.,0
165,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",It was founded in 1939 by Enzo Ferrari. They built their first car in 1940.,1
166,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",It was founded in 1955 by Enzo Cadillac.,0
167,"A primarily sessile parasite native to tropical and subtropical South America as well as Mexico and Arizona, this insect lives on cacti in the genus ""Opuntia"", feeding on plant moisture and nutrients.","It's a parasite, found in tropical and subtropical South America, Mexico and Arizona. They live on the prickly pear cactus.",1
168,"A primarily sessile parasite native to tropical and subtropical South America as well as Mexico and Arizona, this insect lives on cacti in the genus ""Opuntia"", feeding on plant moisture and nutrients.","It's a parasite, found in arctic and subarctic Canada.",0
169,"A primarily sessile parasite native to tropical and subtropical South America as well as Mexico and Arizona, this insect lives on cacti in the genus ""Opuntia"", feeding on plant moisture and nutrients.",I don't know exactly but I think Selena Gomez grows it.,0
